employee_id,leave_record_type,leave_status_name,leave_type_code,leave_type_name,leave_reason_name,leave_start_date,leave_end_date,leave_hours,calendar_days,quality_flag,leave_family,rostered_shifts_in_leave,rostered_hours_in_leave,unit_of_shifts,shift_categories,position_name,rate_grouping,role_class,occupational_group,employee_overall_job_type,agreement_family,contract_hours,fte,terms_of_employment_description,position_entry_end_date,primary_roster_unit,roster_window_start,roster_window_end,al_remaining_hours,al_booked_hours,al_excess_flag,starts_inside_roster_window,lead_days_from_2026_09_19,contract_ends_before_leave_ends
SYN001273,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-20,2026-11-05,904.0,200,OK,UNPAID,72,576.0,SU0367,AM,Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2028-12-24,SU0367,2026-05-25,2026-09-24,,,,false,-152,false
SYN000096,Booked Leave,Future,OT,OTHER LEAVE,SECONDMENT NO ANN. LEAVE,2026-04-20,2026-10-13,965.2,177,OK,OTHER,90,685.8,SU0152,AM,Other Ancillary Services Clinician,HSU GEN DIV L5,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,OTHER,45.6,0.6,HEALTH SERVICE UNION GENERAL AGREEMENT,2049-12-03,SU0152,2026-05-18,2026-09-18,,,,false,-152,false
SYN000059,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-20,2026-10-16,988.0,180,OK,PARENTAL,90,684.0,SU0286,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,60.8,0.8,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2049-12-03,SU0286,2026-05-18,2026-09-18,,,,false,-152,false
SYN007810,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-20,2026-11-01,840.0,196,OK,PARENTAL,90,540.0,SU0273,AM,Clinical Psychologist,CLINICAL PSYCHOLOGIST (HSU),ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0273,2026-06-29,2026-10-30,,,,false,-152,
SYN007220,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-21,2026-11-01,1056.4,195,OK,PARENTAL,90,684.0,SU0301,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",2027-02-20,SU0301,2026-06-08,2026-10-09,,,,false,-151,false
SYN002715,Booked Leave,Future,OT,OTHER LEAVE,SECONDMENT NO ANN. LEAVE,2026-04-21,2026-10-23,1012.75,186,OK,OTHER,90,684.0,SU0286,AM,Social Worker,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,,SU0286,2026-06-08,2026-10-11,,,,false,-151,
SYN009033,Booked Leave,Future,PW,PERSONAL LEAVE- NO PAY,PERSONAL LEAVE - NO PAY,2026-04-24,2027-04-11,1206.0,353,OK,PERSONAL_SICK,72,432.0,SU0014,AM,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,FIXED TERM,UWU_EN_AIN,48.0,0.632,EN NSE & NUR ASS (76),2026-09-30,SU0014,2026-06-16,2026-10-16,,,,false,-148,true
SYN000084,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-27,2026-10-11,576.0,168,OK,UNPAID,51,408.0,SU0027,AM,Pharmacist,HSU PROF DIV L3,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,OTHER,76.0,1.0,HEALTH SERVICE UNION GENERAL AGREEMENT,2049-12-31,SU0027,2026-06-17,2026-10-09,,,,false,-145,false
SYN002522,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-27,2026-11-08,840.0,196,OK,PARENTAL,90,540.0,SU0350,AM,Social Worker,HSU PROF DIV L4,ALLIED_PROF,MEDICAL SUPPORT,FIXED TERM,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,2026-09-27,SU0350,2026-06-08,2026-10-09,86.484,0.0,0,false,-145,true
SYN002693,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-27,2026-12-13,1254.0,231,OK,UNPAID,90,684.0,SU0371,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",2026-09-20,SU0371,2026-06-15,2026-10-16,0.0,0.0,0,false,-145,true
SYN007350,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-27,2026-10-11,960.0,168,OK,PARENTAL,90,720.0,SU0439,AM,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,FIXED TERM,UWU_EN_AIN,56.0,0.737,EN NSE & NUR ASS (76),2027-02-07,SU0439,2026-06-01,2026-10-02,,,,false,-145,false
SYN006823,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-27,2027-04-18,1836.0,357,OK,UNPAID,90,648.0,SU0368,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2027-04-11,SU0368,2026-06-08,2026-10-09,,,,false,-145,true
SYN004427,Booked Leave,Future,OT,OTHER LEAVE,SECONDMENT NO ANN. LEAVE,2026-04-27,2026-10-25,691.6,182,OK,OTHER,63,500.85,SU0321,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,40.0,0.526,"ANF - RN, EN(MH) IND AGR",,SU0321,2026-06-08,2026-10-08,,,,false,-145,
SYN003466,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-04-27,2026-10-18,950.0,175,OK,UNPAID,90,688.5,SU0140,AM,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",,SU0140,2026-05-25,2026-09-25,,,,false,-145,
SYN002856,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-27,2026-11-08,1064.0,196,OK,PARENTAL,90,684.0,SU0054,AM,Medical Officer,GENERAL SURGEON,MED_SENIOR,MEDICAL,PERMANENT,AMA,40.0,0.5,MED GENERAL SURGEON(80HR),,SU0054,2026-06-01,2026-10-02,,,,false,-145,
SYN004041,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-27,2026-11-08,560.0,196,OK,PARENTAL,44,360.0,SU0383,AM|PM,Other Ancillary Services Clinician,HSU GEN DIV L4,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2026-11-22,SU0383,2026-05-26,2026-09-23,,,,false,-145,false
SYN006462,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-28,2026-09-29,712.0,155,OK,UNPAID,58,464.0,SU0032,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,40.0,0.526,"ANF - RN, EN(MH) IND AGR",2027-03-07,SU0032,2026-06-22,2026-10-22,,,,false,-144,false
SYN003050,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-28,2026-10-13,776.0,169,OK,UNPAID,72,576.0,SU0059,AM,Technical Clinician,HSU GEN DIV L6,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,57.0,0.75,HSUWA PACTS IND AGMT,,SU0059,2026-06-15,2026-10-13,,,,false,-144,
SYN002964,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-04-28,2026-09-13,720.0,139,OK,UNPAID,84,604.5,SU0374,AM|NIGHT|PM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,40.0,0.526,"ANF - RN, EN(MH) IND AGR",,SU0374,2026-05-25,2026-09-25,,,,false,-144,
SYN000616,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-04-29,2026-11-10,532.0,196,OK,PARENTAL,45,343.34999999999997,SU0333,AM,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-01-17,SU0333,2026-06-03,2026-10-03,16.0,0.0,0,false,-143,false
SYN007069,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-04,2026-11-15,1064.0,196,OK,PARENTAL,90,679.5,SU0287,AM,Speech Pathologist,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,76.0,1.0,HSUWA PACTS IND AGMT,,SU0287,2026-06-15,2026-10-16,,,,false,-138,
SYN001663,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-04,2026-11-15,896.0,196,OK,PARENTAL,72,576.0,SU0370,AM,Physiotherapist,HSU PROF DIV L3,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,30.4,0.4,HSUWA PACTS IND AGMT,,SU0370,2026-07-13,2026-11-12,,,,false,-138,
SYN003284,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-04,2026-10-18,864.0,168,OK,UNPAID,68,544.0,SU0325,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0325,2026-07-06,2026-11-05,,,,false,-138,
SYN001546,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-04,2026-11-13,896.0,194,OK,PARENTAL,72,576.0,SU0027,AM,Medical Registrar,REGISTRAR,MED_REGISTRAR,MEDICAL,CASUAL,AMA,0.0,0.0,MED PRACT (DIT) IND AGR,2027-08-02,SU0027,2026-06-15,2026-10-15,,,,false,-138,false
SYN009101,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-04,2026-10-18,864.0,168,OK,UNPAID,81,648.0,SU0045,AM,Medical Officer,SENIOR MEDICAL PRACTITIONER,MED_SENIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRAC (SNR FT) IND AGR,2028-05-18,SU0045,2026-06-01,2026-10-02,,,,false,-138,false
SYN007265,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-05-04,2027-01-17,592.0,259,OK,UNPAID,72,288.0,SU0458,AM,Anaesthesia Technician,HSU GEN DIV L3,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,57.0,0.75,HSUWA PACTS IND AGMT,2027-01-31,SU0458,2026-06-02,2026-10-02,,,,false,-138,false
SYN006564,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-11,2027-05-10,1256.0,365,OK,UNPAID,54,432.0,SU0365,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,CASUAL,ANF,0.0,0.0,"ANF - RN, EN(MH) IND AGR",2026-10-31,SU0365,2026-05-25,2026-09-24,2.186,0.0,0,false,-131,true
SYN004191,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-05-11,2026-12-27,623.2,231,OK,UNPAID,45,343.8,SU0333,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,40.0,0.526,"ANF - RN, EN(MH) IND AGR",,SU0333,2026-05-18,2026-09-18,368.020523,33.259575,1,false,-131,
SYN001694,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-11,2026-11-18,1000.0,192,OK,PARENTAL,81,648.0,SU0019,AM|PM,Registered Nurse,SENIOR REGISTERED NURSE L3,NURSE_SENIOR,NURSING,PERMANENT,ANF,40.0,0.526,"ANF - RN, EN(MH) IND AGR",,SU0019,2026-06-22,2026-10-22,,,,false,-131,
SYN008707,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-11,2026-11-22,1064.0,196,OK,PARENTAL,90,681.9,SU0287,AM|PM,Rehabilitation Assistance Clinician,HSU GEN DIV L2,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2026-10-25,SU0287,2026-06-22,2026-10-23,,,,false,-131,true
SYN001565,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-11,2026-10-25,912.0,168,OK,UNPAID,90,688.5,SU0333,AM,Orthopaedics Resident Medical Officer,RESIDENT MEDICAL OFFICER,MED_JUNIOR,MEDICAL,FIXED TERM,AMA,80.0,1.0,MED PRACT (DIT) IND AGR,2027-12-26,SU0333,2026-05-25,2026-09-27,,,,false,-131,false
SYN005931,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-05-11,2027-01-07,1322.4,242,OK,UNPAID,90,688.5,SU0286,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,56.0,0.737,"ANF - RN, EN(MH) IND AGR",,SU0286,2026-06-22,2026-10-23,,,,false,-131,
SYN001671,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-05-11,2027-03-21,720.0,315,OK,UNPAID,36,288.0,SU0368,AM,Anaesthetics Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,50.0,0.625,MED PRAC (SNR FT) IND AGR,,SU0368,2026-07-14,2026-11-12,32.0,0.0,0,false,-131,
SYN007189,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-11,2026-11-08,988.0,182,OK,UNPAID,90,684.0,SU0285,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2026-12-17,SU0285,2026-06-01,2026-10-02,,,,false,-131,false
SYN006908,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-11,2026-11-08,889.2,182,OK,UNPAID,81,615.6,SU0041,AM,Speech Pathologist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,,SU0041,2026-07-07,2026-11-07,,,,false,-131,
SYN007634,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-05-15,2026-05-15,7.54,1,OK,ANNUAL,0,,,,Technical Clinician,HSU PROF DIV L1,ALLIED_PROF,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2027-02-14,SU0333,2026-06-05,2026-10-02,37.4034,76.0,0,false,-127,false
SYN005923,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-05-17,2027-06-06,1320.0,386,OK,UNPAID,54,432.0,SU0161,AM,Occupational Therapist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,45.6,0.6,HSUWA PACTS IND AGMT,2027-02-21,SU0161,2026-05-26,2026-09-24,,,,false,-125,true
SYN009497,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-18,2027-01-31,1184.0,259,OK,UNPAID,72,576.0,SU0093,AM,Enrolled Nurse,ENROLLED NURSE GRADUATE,NURSE_EN,NURSING,CASUAL,UWU_EN_AIN,0.0,0.0,EN NSE & NUR ASS (76),2027-08-15,SU0093,2026-06-01,2026-10-02,,,,false,-124,false
SYN003611,Booked Leave,Future,OT,OTHER LEAVE,SPEC LVE WITHOUT PAY,2026-05-18,2027-05-23,2120.0,371,OK,OTHER,90,720.0,SU0442,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",,SU0442,2026-06-08,2026-10-09,,,,false,-124,
SYN000507,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-18,2026-11-29,896.0,196,OK,PARENTAL,72,576.0,SU0038,AM,Technical Clinician,STERILISATION TECHNICIAN,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,UWU_HSW,60.8,0.8,UWU(WA) - HSW (HWGA),2049-12-10,SU0038,2026-05-25,2026-09-25,,,,false,-124,false
SYN009412,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-18,2027-05-16,1976.0,364,OK,UNPAID,90,684.9,SU0384,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,FIXED TERM,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",2026-11-01,SU0384,2026-06-15,2026-10-16,,,,false,-124,true
SYN000523,Booked Leave,Future,LW,LEAVE WITHOUT PAY,LEAVE WITHOUT PAY,2026-05-20,2027-05-09,387.6,355,OK,UNPAID,42,319.2,SU0301,AM,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,PERMANENT,ANF,76.0,1.0,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2049-12-17,SU0301,2026-06-01,2026-10-02,,,,false,-122,false
SYN009411,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL AVG HRS HALFPAY,2026-05-25,2026-10-11,617.2,140,OK,PARENTAL,84,510.0,SU0430,AM,Occupational Therapist,HSU GEN DIV L2,SUPPORT_OTHER,MEDICAL SUPPORT,CASUAL,HSUWA,0.0,0.0,HSUWA PACTS IND AGMT,2027-07-18,SU0430,2026-05-25,2026-09-25,65.7109,0.0,0,true,-117,false
SYN002661,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-25,2026-12-06,784.0,196,OK,PARENTAL,63,494.55,SU0349,AM,Medical Officer,PATHOLOGIST,MED_SENIOR,MEDICAL,PERMANENT,AMA,8.0,0.1,PATHOLOGISTS PRIVPRAC(80),2026-11-23,SU0349,2026-06-02,2026-10-02,,,,false,-117,true
SYN006677,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-25,2026-12-06,425.6,196,OK,PARENTAL,36,274.5,SU0333,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,64.0,0.842,"ANF - RN, EN(MH) IND AGR",,SU0333,2026-07-09,2026-11-07,,,,false,-117,
SYN007274,Booked Leave,Future,OT,OTHER LEAVE,SECONDMENT NO ANN. LEAVE,2026-05-25,2026-11-20,988.0,180,OK,OTHER,90,684.0,SU0041,AM,Assistant in Nursing,ASSISTANT IN NURSING,NURSE_AIN,NURSING,CASUAL,UWU_EN_AIN,0.0,0.0,EN NSE & NUR ASS (76),2027-07-18,SU0041,2026-05-25,2026-09-25,,,,true,-117,false
SYN004839,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-25,2027-05-03,1376.0,344,OK,UNPAID,63,504.0,SU0038,AM,Anaesthetics Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,30.0,0.375,MED PRAC (SNR FT) IND AGR,,SU0038,2026-06-08,2026-10-09,,,,false,-117,
SYN000275,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-05-27,2027-01-10,520.0,229,OK,UNPAID,33,264.0,SU0367,AM,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,76.0,1.0,ENROLLED NURSES AND NURSING ASSISTS AGMT,2049-12-03,SU0367,2026-05-18,2026-09-16,158.054498,0.0,0,true,-115,false
SYN005466,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-05-30,2026-12-11,1050.0,196,OK,PARENTAL,78,640.0,SU0430,AM,Enrolled Nurse,ENROLLED NURSE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,64.0,0.842,EN NSE & NUR ASS (76),,SU0430,2026-06-03,2026-10-04,,,,false,-112,
SYN004182,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-06-01,2026-12-13,1064.0,196,OK,PARENTAL,90,704.25,SU0146,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",,SU0146,2026-06-15,2026-10-16,,,,false,-110,
SYN002035,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-06-01,2026-12-14,1016.0,197,OK,UNPAID,76,608.0,SU0370,AM,Occupational Therapist,HSU GEN DIV L2,SUPPORT_OTHER,MEDICAL SUPPORT,PERMANENT,HSUWA,38.0,0.5,HSUWA PACTS IND AGMT,,SU0370,2026-05-25,2026-09-25,,,,true,-110,
SYN006157,Booked Leave,Future,OT,OTHER LEAVE,SPEC LVE WITHOUT PAY,2026-06-01,2027-06-14,80.0,379,OK,OTHER,90,720.0,SU0439,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,80.0,1.053,"ANF - RN, EN(MH) IND AGR",,SU0439,2026-06-08,2026-10-09,,,,false,-110,
SYN009217,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-06-01,2026-06-28,148.97,28,OK,ANNUAL,8,80.0,SU0350,NIGHT,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2027-02-21,SU0350,2026-06-15,2026-10-16,43.576307,85.725288,0,false,-110,false
SYN003509,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL AVG HRS HALFPAY,2026-06-01,2026-12-13,896.0,196,OK,PARENTAL,68,544.0,SU0345,AM,Psychiatry Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,32.0,0.4,MED PRAC (SNR FT) IND AGR,,SU0345,2026-05-26,2026-09-25,10.3553,38.258211,0,true,-110,
SYN007202,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-06-01,2027-06-27,1120.0,392,OK,UNPAID,36,360.0,SU0021,AM,Psychiatry Consultant Medical Officer,CONSULTANT,MED_SENIOR,MEDICAL,PERMANENT,AMA,40.0,0.5,MED PRAC (SNR FT) IND AGR,,SU0021,2026-06-11,2026-10-09,,,,false,-110,
SYN005238,Booked Leave,Future,PE,PERSONAL LV CUMULATIVE,PERSLVE CUM SICK EVIDENCE,2026-06-01,2026-09-09,342.0,101,OK,PERSONAL_SICK,45,342.0,SU0338,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,32.0,0.421,"ANF - RN, EN(MH) IND AGR",2026-09-06,SU0338,2026-05-25,2026-09-23,39.116299999999995,0.0,0,true,-110,true
SYN004201,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-06-01,2026-11-28,1040.0,181,OK,PARENTAL,90,720.0,SU0439,AM,Registered Nurse,SENIOR REGISTERED NURSE L1,NURSE_SENIOR,NURSING,PERMANENT,ANF,76.0,1.0,"ANF - RN, EN(MH) IND AGR",2027-02-28,SU0439,2026-06-15,2026-10-16,361.057695,0.0,0,false,-110,false
SYN006397,Booked Leave,Future,TP,TOIL PUBLIC HOLIDAY,TIME IN LIEU ACC PUB HOL,2026-06-01,2026-06-07,40.0,7,OK,PUBLIC_HOLIDAY_TOIL,0,,,,Orthotist,HSU PROF DIV L2,ALLIED_PROF,MEDICAL SUPPORT,PERMANENT,HSUWA,60.8,0.8,HSUWA PACTS IND AGMT,2027-03-07,SU0350,2026-06-18,2026-10-16,33.179899,0.0,0,false,-110,false
SYN009226,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-06-08,2026-11-22,912.0,168,OK,UNPAID,90,684.9,SU0167,AM,Registered Nurse,REGISTERED NURSE GRADUATE,NURSE_RN,NURSING,FIXED TERM,ANF,72.0,0.947,"ANF - RN, EN(MH) IND AGR",2027-02-14,SU0167,2026-06-08,2026-10-09,,,,true,-103,false
SYN004553,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE HALF PAY,2026-06-08,2026-09-27,285.74,112,OK,ANNUAL,46,242.0,SU0027,AM,Registered Nurse,REGISTERED NURSE,NURSE_RN,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",2026-08-30,SU0027,2026-05-28,2026-09-23,0.0,204.222816,0,true,-103,true
SYN008929,Booked Leave,Future,PL,PAID PARENTAL LEAVE,PARENTAL ORD HRS HALFPAY,2026-06-08,2026-11-29,950.0,175,OK,PARENTAL,88,672.0,SU0314,AM,Enrolled Nurse,ENROLLED NURSE GRADUATE,NURSE_EN,NURSING,PERMANENT,UWU_EN_AIN,64.0,0.842,EN NSE & NUR ASS (76),,SU0314,2026-06-08,2026-10-09,,,,true,-103,
SYN000402,Booked Leave,Future,AL,ANNUAL LEAVE,ANNUAL LEAVE,2026-06-08,2026-06-14,37.04,7,OK,ANNUAL,0,,,,Technical Clinician,STERILISATION TECHNICIAN,SUPPORT_OTHER,MEDICAL SUPPORT,FIXED TERM,UWU_HSW,76.0,1.0,UWU(WA) - HSW (HWGA),2027-09-16,SU0368,2026-06-25,2026-10-23,247.92886,180.408728,0,false,-103,false
SYN002668,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-06-08,2026-12-22,285.0,198,OK,UNPAID,34,170.0,SU0027,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,48.0,0.632,"ANF - RN, EN(MH) IND AGR",2026-10-18,SU0027,2026-06-01,2026-09-30,,,,true,-103,true
SYN000173,Booked Leave,Future,LW,LEAVE WITHOUT PAY,UNPAID MAT/PARENTAL LEAVE,2026-06-08,2027-01-10,992.0,217,OK,UNPAID,64,512.0,SU0367,AM,Clinical Nurse,CLINICAL NURSE / CLINICAL MIDWIFE / SDN,NURSE_SENIOR,NURSING,PERMANENT,ANF,68.4,0.9,ANF-RN MIDWIFE ENROLD MNTL HLTH NRSE AGMT,2049-12-10,SU0367,2026-05-25,2026-09-24,0.0,56.003168,0,true,-103,false
